"Region","Species","Cscore","Dispersal_syndrome","Dispersal_unit_type","Photo_pathway","Growth_form","Growth_rate","Plant_lifespan_fac","Propagation_type","Resprout","Woodiness","Drought_tol","Fire_tol","Salt_tol","Shade_tol"
"NY","Juncus marginatus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Juncus militaris",9,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Juncus nodosus",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Juncus pelocarpus",8,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Juncus pylaei",3,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Juncus scirpoides ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Juncus secundus",10,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"NY","Juncus stygius ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Juncus subcaudatus",8,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Juncus tenuis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Juncus torreyi",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Juniperus communis ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Juniperus horizontalis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Juniperus virginiana",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Justicia americana",7,NA,NA,NA,"forb","fast","perennial",NA,"no","herbaceous","high","low","low","high"
"NY","Kalmia angustifolia",7,NA,"seed","c3","shrub",NA,"perennial",NA,NA,"woody",NA,NA,NA,NA
"NY","Kalmia latifolia",7,"wind",NA,"c3","tree","slow","perennial","seed","yes","woody","low","medium","low","low"
"NY","Kalmia polifolia",10,"self",NA,"c3","shrub","slow","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Kalmia procumbens",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Kosteletzkya pentacarpos ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Krigia biflora",4,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Krigia virginica",3,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lachnanthes caroliniana",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lactuca biennis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lactuca canadensis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lactuca floridana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lactuca hirsuta",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Laportea canadensis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Larix laricina",5,"wind",NA,"c3","tree","fast","perennial",NA,"no","woody","low","low","low","low"
"NY","Lathyrus japonicus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lathyrus ochroleucus",8,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lathyrus palustris",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lathyrus venosus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lechea intermedia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lechea maritima ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lechea minor",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lechea mucronata",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lechea pulchella",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lechea racemulosa",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lechea tenuifolia",9,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Leersia oryzoides",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Leersia virginica",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lemna minor",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lemna perpusilla",4,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lemna trisulca",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lemna turionifera",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lemna valdiviana",10,NA,NA,"c3","forb","fast","perennial",NA,"no","herbaceous","low","high","low","low"
"NY","Lepidium virginicum ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Leptochloa fusca ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lespedeza angustifolia",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lespedeza capitata",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lespedeza frutescens",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lespedeza hirta ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lespedeza procumbens",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lespedeza repens",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lespedeza stuevei",5,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lespedeza violacea",7,NA,NA,"c3","forb",NA,NA,NA,NA,"semi-woody",NA,NA,NA,NA
"NY","Lespedeza virginica",7,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Liatris cylindracea",9,"wind",NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ligusticum scoticum",10,"water","seed","c3","forb",NA,"perennial","seed",NA,"herbaceous","low",NA,"medium","low"
"NY","Lilaeopsis chinensis",8,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lilium canadense",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lilium michiganense",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lilium philadelphicum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lilium superbum",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Limonium carolinianum",7,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","low","low","high","low"
"NY","Limosella australis",10,NA,NA,"c3","forb",NA,"annual","seed",NA,"herbaceous","low","high",NA,"low"
"NY","Lindera benzoin",6,"animal",NA,"c3","woody","slow","perennial",NA,"yes","woody","medium","low","low","medium"
"NY","Lindernia dubia ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Linnaea borealis ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Linum intercursum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Linum medium ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Linum striatum",3,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","high","low","low","high"
"NY","Linum sulcatum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Linum virginianum",4,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Liparis liliifolia",10,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Liparis loeselii",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Liquidambar styraciflua",6,"wind",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","low","low","low"
"NY","Liriodendron tulipifera",6,"wind","seed","c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Lithospermum caroliniense",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lithospermum latifolium",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Onosmodium bejariense",10,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Onosmodium virginianum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Littorella uniflora",10,"animal","fruit","cam","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,"medium","low"
"NY","Lobelia cardinalis",7,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","high","low","low","high"
"NY","Lobelia dortmanna",9,"water","seed","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,"low","low"
"NY","Lobelia inflata",1,"animal",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lobelia kalmii",8,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lobelia nuttallii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lobelia siphilitica ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lobelia spicata ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lonicera canadensis",8,"animal",NA,"c3","shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Lonicera dioica",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lonicera hirsuta",8,"animal",NA,"c3","vine",NA,NA,NA,NA,"semi-woody",NA,NA,NA,NA
"NY","Lonicera oblongifolia",9,"animal",NA,"c3","shrub",NA,"perennial",NA,NA,"woody",NA,NA,NA,NA
"NY","Lonicera sempervirens",5,NA,NA,"c3","vine","fast","perennial",NA,"yes",NA,"high","medium","low","high"
"NY","Lonicera villosa",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ludwigia alternifolia",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ludwigia palustris",4,"water","seed","c3","forb","fast","perennial",NA,"no","herbaceous","low","low","low","low"
"NY","Ludwigia sphaerocarpa",9,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lupinus perennis ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Luzula acuminata ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Luzula bulbosa",5,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Luzula echinata",5,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Luzula multiflora ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Luzula parviflora ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Luzula spicata ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lycopodiella alopecuroides",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lycopodiella caroliniana",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lycopodiella inundata",8,"wind","spore","c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,"low",NA
"NY","Lycopodium clavatum",5,NA,"spore","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,"low","low"
"NY","Lycopodium complanatum",8,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lycopodium dendroideum",5,NA,NA,NA,NA,NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lycopodium digitatum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lycopodium lagopus",4,NA,NA,NA,NA,NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lycopodium obscurum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lycopodium sitchense",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lycopodium tristachyum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lycopus americanus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lycopus amplectens",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lycopus rubellus",3,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Lycopus uniflorus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lycopus virginicus",4,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Lygodium palmatum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lyonia ligustrina ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lyonia mariana",8,NA,NA,"c3","shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Trientalis borealis",6,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lysimachia ciliata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lysimachia hybrida",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lysimachia quadriflora",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lysimachia quadrifolia",6,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lysimachia terrestris",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Lysimachia thyrsiflora",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lythrum alatum ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Lythrum lineare",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Magnolia acuminata",7,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","medium","low","low","medium"
"NY","Magnolia virginiana ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Maianthemum canadense",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Maianthemum racemosum ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Maianthemum stellatum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Maianthemum trifolium",10,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Malaxis bayardii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Malaxis monophyllos ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Malaxis unifolia",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Malus coronaria",2,NA,NA,"c3","woody",NA,"perennial",NA,NA,"woody",NA,NA,NA,NA
"NY","Matteuccia struthiopteris ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Medeola virginiana",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Melampyrum lineare",7,"animal",NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Menispermum canadense",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Mentha arvensis",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Menyanthes trifoliata",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Mertensia virginica",7,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","high","low","low","high"
"NY","Micranthemum micranthemoides",10,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Micranthes pensylvanica",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Micranthes virginiensis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Mikania scandens",6,NA,NA,NA,"vine","fast","perennial",NA,"no","semi-woody","high","low","low","high"
"NY","Milium effusum ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Mimulus alatus",6,NA,NA,NA,"forb","fast","perennial",NA,"no","herbaceous","high","low","low","high"
"NY","Mimulus ringens",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Minuartia caroliniana",8,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Mitchella repens",6,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Mitella diphylla",8,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Mitella nuda",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Moehringia lateriflora",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Monarda clinopodia",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Monarda didyma",7,NA,"seed","c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Monarda fistulosa var. fistulosa",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Monarda punctata ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Moneses uniflora",9,"wind","seed","c3","forb",NA,"perennial",NA,NA,"herbaceous","medium",NA,NA,"medium"
"NY","Monotropa uniflora",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Morella caroliniensis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Morus rubra",8,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","high","low","low","high"
"NY","Muhlenbergia capillaris",10,"wind",NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","high","low"
"NY","Muhlenbergia frondosa",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Muhlenbergia glomerata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Muhlenbergia mexicana",4,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"NY","Muhlenbergia schreberi",0,NA,NA,"c4","graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"NY","Muhlenbergia sobolifera",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Muhlenbergia sylvatica",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Muhlenbergia tenuiflora",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Muhlenbergia uniflora",6,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"NY","Myosotis laxa",3,"water","seed","c3","forb",NA,"perennial","seed",NA,"herbaceous","low",NA,NA,"low"
"NY","Myosotis verna",5,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Myrica gale",8,"water","seed","c3","shrub","moderate","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Myriophyllum alterniflorum",10,"animal","seed","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,"low","low"
"NY","Myriophyllum farwellii",6,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Myriophyllum heterophyllum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Myriophyllum humile",8,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Myriophyllum pinnatum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Myriophyllum sibiricum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Myriophyllum tenellum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Myriophyllum verticillatum",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Cheilanthes lanosa",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Najas flexilis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Najas gracillima",10,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Najas guadalupensis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Najas marina",6,"multi","fruit","c3","forb",NA,"annual","seed and vegetative",NA,"herbaceous","low",NA,"low","low"
"NY","Neottia auriculata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Neottia bifolia",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Neottia convallarioides",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Neottia cordata",10,"wind","seed","c3","forb",NA,"perennial","vegetative",NA,"herbaceous","low",NA,NA,"low"
"NY","Nuphar advena ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Nuphar microphylla",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Nuphar variegata",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Nuttallanthus canadensis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Nymphaea odorata ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Nymphoides cordata",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Nyssa sylvatica",7,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Oclemena acuminata",7,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Oclemena nemoralis",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oenothera biennis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oenothera fruticosa ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oenothera laciniata",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oenothera nutans",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oenothera oakesiana",1,NA,"seed","c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Oenothera parviflora",0,"human","seed","c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Oenothera perennis",2,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Omalotheca sylvatica",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Onoclea sensibilis",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ophioglossum pusillum",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Opuntia humifusa",9,NA,NA,NA,"shrub",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Orobanche uniflora",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Orontium aquaticum",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Orthilia secunda",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oryzopsis asperifolia",7,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Osmorhiza claytonii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Osmorhiza longistylis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Osmunda claytoniana",4,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","high","low","low","high"
"NY","Osmunda regalis ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Osmundastrum cinnamomeum",6,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","high","low","low","high"
"NY","Ostrya virginiana",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oxalis dillenii",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oxalis montana",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oxalis stricta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Oxalis violacea",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Chenopodium rubrum",7,"water","seed","c3","forb","fast","annual","seed","no","herbaceous","low","low","medium","low"
"NY","Oxypolis rigidior",9,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Packera obovata",8,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Packera paupercula ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Packera schweinitziana",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
