"Region","Species","Cscore","SLA_no_pet","SLA_with_pet","LDMC","LeafN","Veg_height","Plant_lifespan_yrs","Seed_dry_mass","Germ_rate","Drought_tol_Mpa","Dispersal_syndrome","Dispersal_unit_type","Photo_pathway","Growth_form","Growth_rate","Plant_lifespan_fac","Propagation_type","Resprout","Woodiness","Drought_tol","Fire_tol","Salt_tol","Shade_tol"
"NY","Pycnanthemum muticum",8,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Pycnanthemum tenuifolium",3,NA,12.97279063705,0.5299142838,NA,0.436,NA,1.19203809506122,NA,NA,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Pycnanthemum torrei",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pycnanthemum verticillatum ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pycnanthemum virginianum",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pyrola americana",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pyrola asarifolia ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pyrola chlorantha",8,NA,NA,NA,NA,0.1325,NA,NA,NA,NA,"wind","seed","c3","woody",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Pyrola elliptica",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pyrola minor",9,27.0518679804927,18.1770547310526,0.28888416518852,19.9333333333333,0.101666666666667,2,0.00218461538461538,NA,NA,"water","seed","c3","shrub",NA,"perennial",NA,NA,"herbaceous","medium",NA,NA,"medium"
"NY","Pyxidanthera barbulata",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woody",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Quercus alba",7,13.1630800843229,15.9374637561287,0.299337196375122,21.9016580789846,27.2095135135135,600,2962.8523769529,NA,NA,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Quercus bicolor",7,NA,NA,NA,NA,23.312,321.428571428571,3489.09263459474,NA,NA,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Quercus coccinea",8,NA,11.8063754427391,NA,15.9521764705882,24.7206153846154,300,1930.7182241549,NA,NA,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Quercus ilicifolia",7,NA,NA,NA,15.24,4.98068571428571,24.75,648.408108333333,NA,NA,"animal",NA,"c3","tree","moderate","perennial",NA,NA,"woody",NA,"medium",NA,NA
"NY","Quercus macrocarpa",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Quercus marilandica ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Quercus montana",8,NA,NA,NA,NA,NA,NA,4539,NA,NA,NA,NA,NA,"tree",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Quercus muehlenbergii",8,NA,19.3037860465116,0.315646615883333,NA,21.2660952378571,300,1180.81435420459,NA,NA,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","low","low","low","low"
"NY","Quercus palustris",7,NA,8.8856,NA,11.5,28.4152,117.785714285714,1065.46028722003,NA,NA,"multi","seed","c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Quercus phellos",8,NA,NA,NA,18.5666667143333,29.2738888888889,198.5,1181.66434242394,NA,NA,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Quercus prinoides",8,NA,NA,NA,NA,4.74022857142857,NA,NA,NA,NA,"animal",NA,"c3","tree",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Quercus rubra",7,15.6377817840435,15.7664521924118,0.310815317396791,22.1641618310477,10.4145305970149,441.666666666667,3015.506620187,NA,NA,"multi","fruit","c3","tree","moderate","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Quercus shumardii",8,NA,NA,NA,16.65,19.4632916666667,480,4572.08702272933,NA,NA,"animal",NA,"c3","tree","moderate","perennial",NA,"no","woody","low","low","low","low"
"NY","Quercus stellata",9,NA,9.59989409141584,0.316166116613333,16.5003333333333,20.2655253332,341.666666666667,1260.08664893865,NA,NA,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Quercus velutina",7,NA,14.5493514068583,0.304917962215263,21.74,30.9146807015789,200,2006.57606483154,NA,NA,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","medium","low","low","medium"
"NY","Ranunculus abortivus",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus allegheniensis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ranunculus ambigens",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ranunculus cymbalaria",10,NA,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus fascicularis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus flabellaris",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus flammula ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus hispidus",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus micranthus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ranunculus pensylvanicus",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus pusillus",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ranunculus recurvatus ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus sceleratus ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhamnus alnifolia",9,NA,NA,NA,NA,3.30171428571429,17,11.5898946455956,NA,NA,"animal",NA,"c3","shrub","moderate","perennial",NA,NA,"woody","high","low","low","high"
"NY","Rhexia mariana ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhexia virginica",10,NA,NA,NA,NA,0.45,NA,0.0273333333333333,NA,NA,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhinanthus minor",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhodiola integrifolia ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhodiola rosea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhododendron canadense",9,45,NA,NA,NA,4.572,NA,0.0567632850241546,50,NA,NA,NA,"c3","shrub","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Rhododendron groenlandicum",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhododendron lapponicum",10,7.68933093036334,6.21201610982846,NA,17.5529081632653,0.493963636363636,16,0.02,NA,NA,NA,NA,"c3","shrub","moderate","perennial",NA,"yes","woody","high","medium",NA,"high"
"NY","Rhododendron maximum",9,6.260363611,4.88997555012225,NA,8.8,4.71018181818182,NA,1.48466851757166,NA,NA,NA,NA,"c3","woody","slow","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Rhododendron periclymenoides",7,NA,NA,NA,12.3,2.1336,NA,NA,NA,NA,NA,NA,"c3","shrub","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Rhododendron prinophyllum",6,25.48,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,"c3","shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Rhododendron viscosum",7,NA,NA,NA,NA,4.48056,NA,NA,NA,NA,NA,NA,"c3","shrub","slow","perennial",NA,"no","woody","high","low","low","high"
"NY","Rhus aromatica ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhus copallinum ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhus glabra",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhus typhina",1,16.0513955435236,NA,0.369471529113528,26.3333333333333,7.6849,5,10.6185965424819,NA,NA,"animal","fruit","c3","shrub",NA,"perennial",NA,NA,"woody",NA,NA,NA,NA
"NY","Rhynchospora alba",10,NA,16.902,0.333364285714286,13.09091,0.3,NA,0.43402,21,NA,"water","seed","c3","graminoid",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"NY","Rhynchospora capillacea",10,NA,NA,NA,NA,NA,NA,0.833333333333333,60,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora capitellata",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora cephalantha",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora chalarocephala",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora fusca",10,NA,12.948,0.305411,NA,0.227777777777778,NA,0.5254,NA,NA,"water","seed","c3","graminoid",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"NY","Rhynchospora inundata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora macrostachya",10,NA,NA,NA,NA,2,NA,4.982,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora nitens",10,NA,NA,NA,NA,0.7,NA,0.225,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora pallida",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora recognita",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora scirpoides",10,NA,NA,NA,NA,0.3,NA,0.165,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhynchospora torreyana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ribes americanum",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ribes cynosbati",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ribes glandulosum",8,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,"shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Ribes hirtellum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ribes lacustre",7,NA,NA,NA,NA,1.28266666666667,NA,0.916619385148901,NA,NA,"animal",NA,NA,"shrub","fast","perennial",NA,"no","woody","high","medium","low","high"
"NY","Ribes rotundifolium",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"animal",NA,NA,"shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Ribes triste",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rorippa aquatica",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rorippa palustris ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rosa acicularis ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rosa blanda",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rosa carolina ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rosa palustris",9,NA,NA,NA,NA,2.47925333333333,NA,4.18,NA,NA,NA,NA,"c3","shrub","moderate","perennial",NA,"yes","woody","high","low","low","high"
"NY","Rosa setigera",1,NA,NA,NA,NA,4.8768,NA,9.08304234677207,NA,NA,"animal",NA,"c3","shrub","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Rosa virginiana",4,NA,NA,NA,NA,1.8288,NA,NA,NA,NA,NA,NA,"c3","woody","moderate","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Rotala ramosior",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rubus allegheniensis",3,44.1784604541606,NA,0.349807790277544,30.3,1.55815,NA,2.4012148999244,NA,NA,"animal","fruit","c3","shrub","fast","perennial",NA,"yes","woody","high","medium","low","high"
"NY","Rubus canadensis",4,NA,NA,NA,NA,3,NA,2.45629361326895,NA,NA,"animal","fruit","c3","woody",NA,"perennial",NA,NA,"woody",NA,NA,NA,NA
"NY","Rubus chamaemorus",10,16.3520774340376,11.6,0.300229493387562,22.9871034043108,0.11724,33,7.687,NA,NA,"animal","fruit","c3","forb","fast","perennial","vegetative","no","herbaceous","low","medium","low","low"
"NY","Rubus cuneifolius",10,NA,11.7142365053551,0.411146033690623,NA,0.528169230769231,NA,NA,NA,NA,NA,NA,"c3","forb","moderate","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Rubus flagellaris",1,NA,NA,NA,NA,0.9144,NA,3.36628940664133,NA,NA,"animal",NA,"c3","woody","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Rubus hispidus",7,NA,NA,NA,18.8,1.5048,NA,2.90604031446541,NA,NA,"animal",NA,"c3","shrub","moderate","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Rubus occidentalis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rubus odoratus",7,NA,NA,NA,28,1.512,NA,0.912617239668936,NA,NA,"animal","fruit","c3","shrub","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Rubus pensilvanicus",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rubus pubescens",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rubus repens",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rubus sachalinensis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rubus setosus",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rudbeckia laciniata ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rumex altissimus",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rumex britannica",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rumex fueginus",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rumex hastatulus",10,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rumex pallidus",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rumex persicarioides",10,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rumex triangulivalvis",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rumex verticillatus",6,15.3697888067582,NA,NA,15.68,NA,NA,1.1,77,NA,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ruppia maritima",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sabatia angularis",6,NA,25.83333333,0.225662218209259,NA,0.453660377358491,NA,0.02,NA,NA,"wind",NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Sabatia campanulata",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sabatia dodecandra ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sabatia stellaris",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Minuartia michauxii ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sagina decumbens",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multi",NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Sagittaria cuneata",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sagittaria engelmanniana",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Sagittaria filiformis",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sagittaria graminea",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sagittaria latifolia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sagittaria montevidensis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sagittaria rigida",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Sagittaria subulata",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Sagittaria teres",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Salicornia bigelovii",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","forb",NA,NA,NA,NA,NA,NA,NA,"high",NA
"NY","Salicornia depressa",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salix amygdaloides",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salix bebbiana",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salix candida",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salix discolor",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salix herbacea",10,20.2753694626882,13.8981197483333,0.368490104866667,26.4606,0.0391304347826087,43,0.271535714285714,NA,NA,"water","seed","c3","shrub",NA,"perennial","vegetative",NA,"woody","low",NA,NA,"low"
"NY","Salix humilis ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salix interior",5,NA,NA,NA,NA,7.8912,NA,0.041,NA,NA,"multi",NA,"c3","woody","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Salix lucida",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salix nigra",5,16.3934426229508,NA,NA,25,30.7259607841176,70,0.0900828157349896,NA,NA,"multi",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Salix pedicellaris",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shrub",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Salix petiolaris",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salix pyrifolia",7,NA,NA,NA,NA,7.9248,NA,NA,NA,NA,"wind",NA,"c3","woody",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Salix sericea",5,NA,NA,NA,NA,3.6576,NA,NA,NA,NA,NA,NA,"c3","woody","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Salix serissima",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salix uva-ursi",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Salvia lyrata",10,NA,NA,0.300234771782,NA,NA,NA,1.2,NA,NA,"multi",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Sambucus nigra ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sambucus racemosa",6,23.6551472156312,30.536,0.181307857142857,49.95,3.68468421052632,NA,4.5362764218945,NA,NA,"animal","fruit","c3","shrub","moderate","perennial","seed","yes","woody","low","medium","low","low"
"NY","Samolus valerandi",4,24.5435006821319,25.474,0.175005,NA,0.2221875,NA,0.0260615584415584,100,NA,"water","seed","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,"medium","low"
"NY","Sanguinaria canadensis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sanguisorba canadensis",9,NA,NA,NA,NA,NA,NA,0.94,100,NA,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Sanicula canadensis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sanicula marilandica",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sanicula odorata",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Sarcocornia perennis",8,NA,NA,NA,15.4333333333333,0.366666666666667,1,4.85166666666667,67,NA,NA,NA,"c3","shrub",NA,"perennial",NA,NA,"woody","low",NA,"high","low"
"NY","Sarracenia purpurea",9,41,8.492,0.207402,10.5877561538462,0.16875,NA,1.74794974860879,NA,NA,NA,"seed","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"NY","Sassafras albidum",4,15.1747685577123,26.985292950777,0.226447096119528,27.9833332538333,8.76300444444444,184.285714285714,82.1506041198859,NA,NA,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Saururus cernuus",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Saxifraga aizoides",10,19.6,10.608,0.17505,NA,0.0931578947368421,15,0.0512045454545455,100,NA,"water","seed","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"NY","Saxifraga oppositifolia ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
